,Unnamed: 0,Country,Title,Year,Form of Violence,Full_Text,Brief_Description,Source of Info,Full_Text_Language,Country_Official_Spoken_Language,Type_of_Measures_1,Type_of_Measures_2,Population(2020),Yearly_Change,Net_Change,Density(P/Km),Land Area(Km),Migrants(net),Fert_Rate,Med_Age,UrbanPop %,WorldShare,Region,Income group,Rank_2020,Lower or single House Elections_2020,Lower or single House Seats_2020,Lower or single House Women_2020,Lower or single House % of Women_2020,Upper chamber Elections_2020,Upper chamber Seats_2020,Upper chamber Women_2020,Upper chamber % of Women_2020
296,296,Mauritius,Information Education and Advocacy Projects for the Prevention of Gender Based Violence,,Domestic violence Intimate partner violence,"In order to prevent gender-based violence and encourage victims to come forward, the Ministry of Gender Equality, Child Development and Family Welfare developed specific and tailor-made information, education and advocacy projects targeting young couples, community leaders, religious groups, grassroots men and women in pockets of poverty. Some of these programmes such as the Marriage Enrichment Programme, Pre-Marital Counselling Programme, Shared Faith Belief Programme, Inter-Generation Relationship Programme and the Strengthening Values for Family Life Programme are spearheaded by the Family Welfare and Protection Unit of the Ministry of Gender Equality, Child Development and Family Welfare.
The FSBx (Family Support Bureaux) attend, assist and support women victims of domestic violence, network with NGOs, Community Groups and the Civil Society to conduct sensitisation and awareness campaigns in the community. Special programme like the “Building Partnership with Men and Boys for the Promotion of Gender Equality” and “Men as Partners” that are also spearheaded by the Ministry of Gender Equality, Child Development and Family Welfare and implemented in collaboration with NGOs, Community Development Associations and other  grassroots organisations aim essentially to enlist the support of men and boys in promoting gender equality and utilise men’s friendly “Entertain to Educate” initiatives. An evaluation of these specific programmes reveals impressive gain in knowledge on Gender among grassroots men and women, increased understanding of couple relationship, and most importantly, a positive change in mind-set among the targeted population on gender stereotype issues.
The government through its Women Centres, Community Centres, Citizen Advice Bureaux, Social Welfare Centres, National Women’s Council and the National Women Entrepreneur Council undertakes on-going information and educational sessions and reaches people of all walks of life all around the country. Sensitization campaigns on radio, television and the written press are ongoing. The clips on the incidences of domestic violence that were released on television in 2011on the occasion of the Commemoration of the International Day Against Violence Against
Women proved very fruitful as reflected by the resulting increase in number of cases of domestic violence reported and addressed at the Family Welfare and Protection Unit of the Ministry of Gender Equality, Child Development and Family Welfare.",,"Government of Mauritius, National Review on Beijing +20, 2014 p. 28
 
 ",English,English/French,Prevention ,"  Awareness-raising Campaigns, Prevention ,  Community mobilization, Education ,  Non-formal education, Work with public private sectors ,  Faith based organizations, Prevention ,  Working with men and boys","1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
297,297,Mauritius,Shelters for Women Victims of Domestic Violence,,Domestic violence Intimate partner violence,"There are two shelters, namely ‘SOS Femmes’ and the ‘Shelter for Women and Children in Distress Trust’ which provide temporary accommodation to women victims of domestic violence. Both shelters are supported financially by the Government.",,"Government of Mauritius, National Review on Beijing +20, 2014 p. 28",English,English/French,Social services ,  Shelter Safe accommodation,"1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
298,298,Mauritius,Equal Opportunities Act,2008,Sexual harassment,"PART V of the Equal Opportunities Act (2008) addresses sexual harassment. It defines sexual harassment as follows:
25. Sexual harassment
(1) A person sexually harasses another person where, in circumstances in which a reasonable person
would have foreseen that the other person would be humiliated, offended or intimidated, he –
(a) makes an unwelcome sexual advance, or an unwelcome request for a sexual favour, to another person; or
(b) engages in any other unwelcome conduct of a sexual nature towards another person.
(2) For the purposes of subsection (1)(b), ""conduct"" includes making or issuing an unwelcome oral or written statement of a sexual nature to a person or in the presence of a person.",Equal Opportunities Act,"Response of the Government of Mauritius to the questionnaire on Beijing +15, 2009",English,English/French,Violence against women ,  Legislation,"1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
299,299,Mauritius,Protocol of Assistance to Victims of Sexual Assault,2006,Sexual harassment,"A Protocol of Assistance to Victims of Sexual Assault has been operational since March 2006. The purpose of the Protocol is to ensure prompt and timely assistance to victims of sexual assault.

The Protocol of Assistance to Victims of Sexual Assault is operational between the MGECDFW, the Ministry of Health and QL and the Police Department since March 2006. The purpose of the Protocol is to ensure prompt and timely assistance to victims of sexual assault.
 
With the application of the Protocol, victims may now call either at the Police Station (to give gist of case) of the region where the incident took place or directly to any of the 5 regional hospitals.  Victims who report case at the Police station are conveyed by the Police to the nearest regional hospital.  In line with the provisions of the Protocol, the Ministry provide psychological assistance and legal counseling to the victims.",,"Government of Mauritius, National Review on Beijing +20, 2014 p. 29
 
For more information [http://gender.govmu.org/English/Pages/Units/Family-Welfare-and-Protection-Unit.aspx]please click here. ",English,English/French,Institutional mechanisms,,"1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
300,300,Mauritius,The Combating of Trafficking in Persons Act,2009,Trafficking,The “Combating of Trafficking in Persons Act of 2009” prohibits all forms of trafficking for adults and children and prescribes penalties of up to 15 years’ imprisonment for convicted offenders.,,"Government of Mauritius, National Review on Beijing +20, 2014 p. 31",English,English/French,Violence against women ,  Legislation,"1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
301,301,Mauritius,The Judicial Provisions Act,2008,Trafficking,The Judicial Provisions Act of 2008 increased the maximum prescribed punishment for child trafficking offenses to 30 years’ imprisonment.,,"Government of Mauritius, National Review on Beijing +20, 2014 p. 31",English,English/French,Violence against women ,  Legislation,"1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
302,302,Mauritius,The Child Protection Act,2005,Trafficking,The Child Protection Act of 2005 prohibits all forms of child trafficking and prescribes punishment of up to 15 years’ imprisonment for convicted offenders.,,"Government of Mauritius, National Review on Beijing +20, 2014 p. 31",English,English/French,Violence against women ,  Legislation,"1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
303,303,Mauritius,Anti-Trafficking Intervention Programs,,Trafficking,"Mauritius has sustained its efforts to identify, investigate, and prosecute incidences of trafficking. The “Brigade des Mineures” of the Mauritius Police Force, the Police Family Protection Unit, the Ministry of Tourism, Leisure, and External Communications and the Ministry of Gender Equality, Child Development and Family Welfare are constantly on the alert and have strengthened their anti-trafficking intervention programs, including training for police officers, awareness and prevention campaign in schools, hotels and the community.",,"Government of Mauritius, National Review on Beijing +20, 2014 p. 31",English,English/French,"Institutional mechanisms, Police ","  Protocols and guidelines, Police ,  Training, Education ,  Formal education","1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
304,304,Mauritius,Protocol of Assistance to Victims of Sexual Assault,2006,Sexual harassment,"A Protocol of Assistance to Victims of Sexual Assault has been operational since March 2006. The purpose of the Protocol is to ensure prompt and timely assistance to victims of sexual assault.

The Protocol of Assistance to Victims of Sexual Assault is operational between the MGECDFW, the Ministry of Health and QL and the Police Department since March 2006. The purpose of the Protocol is to ensure prompt and timely assistance to victims of sexual assault.
 
With the application of the Protocol, victims may now call either at the Police Station (to give gist of case) of the region where the incident took place or directly to any of the 5 regional hospitals.  Victims who report case at the Police station are conveyed by the Police to the nearest regional hospital.  In line with the provisions of the Protocol, the Ministry provide psychological assistance and legal counseling to the victims.",,"Government of Mauritius, National Review on Beijing +20, 2014 p. 29
 
For more information [http://gender.govmu.org/English/Pages/Units/Family-Welfare-and-Protection-Unit.aspx]please click here. ",,English/French,Institutional mechanisms,,"1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
305,305,Mauritius,Collaboration between Ministry of Health and Hospitals in Order to Provide Services,2002,Sexual violence,"The Ministry of Health collaborates with two hospitals where victims of domestic violence victims admitted to hospitals are referred to the Ministry for follow up either for protection orders and/or counseling services. Two Sexual Assault Wards have also been set up at hospital level since 2002 to assist victims of sexual abuse through a fast track approach which include services of a Psychologist, Police Officer (for statement purposes) and Medical Social Workers.",,"Response of the Government of Mauritius to the questionnaire on Beijing +15, 2009",,English/French,Health ,  Protocols and guidelines,"1,271,768",0.17%,"2,100",626,"2,030",0,1.4,37,41%,0.02%,Sub-Saharan Africa,High income,110.0,11.2019,70,14,20,-,-,-,-
306,306,Angola,Décret Présidentiel n° 26/13 du 8 mai 2013 (Règlement de la Loi contre la Violence Domestique),2013,Domestic violence Intimate partner violence,Le Règlement de la Loi contre la violence domestique a été adopté en vertu du décret présidentiel n° 26/13 du 8 mai.,,"Government of Angola, National Review on Beijing +20, 2014 p. 27",French,French,Violence against women ,  Regulations,"32,866,272",3.27%,"1,040,977",26,"1,246,700","6,413",5.6,17,67%,0.42%,Sub-Saharan Africa,Lower middle income,50.0,8.2017,220,66,30,-,-,-,-
307,307,Angola,Plan Exécutif de la Lutte contre la Violence Domestique 2013‐1017,2013 - 2017,Domestic violence Intimate partner violence,"Le Plan exécutif de la lutte contre la violence domestique 2013‐1017 a été adopté par le décret présidentiel n° 26/13 du 8 mai qui a pour objectif global dʹaméliorer les conditions de vie des familles et des femmes à travers des politiques et des programmes qui donnent la priorité à la lutte contre la violence domestique, la moralisation de la famille et de la société.",,"Government of Angola, National Review on Beijing +20, 2014 p. 27.",French,French,Policies ,  National action plan specific to violence against women,"32,866,272",3.27%,"1,040,977",26,"1,246,700","6,413",5.6,17,67%,0.42%,Sub-Saharan Africa,Lower middle income,50.0,8.2017,220,66,30,-,-,-,-
